sentence pair id,evaluator id,score,human translation,machine translation,original
BG_SE_90,DW_Bulgarian_02,85,Няколко месеца по-късно Юрий постъпи в болница заради възпаление на апендисита.,Няколко месеца по-късно Юри е хоспитализиран с апендицит.,A few months later Yuri was hospitalized with appendicitis. 
BG_SE_90,BBC_Bulgarian_02,88,Няколко месеца по-късно Юрий постъпи в болница заради възпаление на апендисита.,Няколко месеца по-късно Юри е хоспитализиран с апендицит.,A few months later Yuri was hospitalized with appendicitis. 
BG_SE_90,BBC_Bulgarian_01,90,Няколко месеца по-късно Юрий постъпи в болница заради възпаление на апендисита.,Няколко месеца по-късно Юри е хоспитализиран с апендицит.,A few months later Yuri was hospitalized with appendicitis. 
BG_SE_91,DW_Bulgarian_02,90,Кога вашият случай привлече вниманието на властите?,Кога вашият случай стигна до вниманието на властите?,When did your case come to the attention of the authorities?
BG_SE_91,BBC_Bulgarian_03,97,Кога вашият случай привлече вниманието на властите?,Кога вашият случай стигна до вниманието на властите?,When did your case come to the attention of the authorities?
BG_SE_91,BBC_Bulgarian_01,99,Кога вашият случай привлече вниманието на властите?,Кога вашият случай стигна до вниманието на властите?,When did your case come to the attention of the authorities?
BG_SE_91,BBC_Bulgarian_02,99,Кога вашият случай привлече вниманието на властите?,Кога вашият случай стигна до вниманието на властите?,When did your case come to the attention of the authorities?
BG_SE_91,DW_Bulgarian_01,100,Кога вашият случай привлече вниманието на властите?,Кога вашият случай стигна до вниманието на властите?,When did your case come to the attention of the authorities?
BG_SE_92,BBC_Bulgarian_03,44,"Андрей: В Русия могат да отхвърлят заявката ви за осиновяване главно по здравословни причини - например заради СПИН, рак, психически заболявания или наказание за престъпни деяния.","Андрей: В Русия молбата може да бъде отхвърлена на основание здравословни проблеми като ХИВ, рак и психично заболяване или ако някой е осъден за криминални престъпления.","Andrei: In Russia, an application can be rejected on the grounds of health problems, such as HIV, cancer and mental illness, or if someone has been convicted of criminal offenses. "
BG_SE_92,BBC_Bulgarian_01,41,"Андрей: В Русия могат да отхвърлят заявката ви за осиновяване главно по здравословни причини - например заради СПИН, рак, психически заболявания или наказание за престъпни деяния.","Андрей: В Русия молбата може да бъде отхвърлена на основание здравословни проблеми като ХИВ, рак и психично заболяване или ако някой е осъден за криминални престъпления.","Andrei: In Russia, an application can be rejected on the grounds of health problems, such as HIV, cancer and mental illness, or if someone has been convicted of criminal offenses. "
BG_SE_92,BBC_Bulgarian_02,45,"Андрей: В Русия могат да отхвърлят заявката ви за осиновяване главно по здравословни причини - например заради СПИН, рак, психически заболявания или наказание за престъпни деяния.","Андрей: В Русия молбата може да бъде отхвърлена на основание здравословни проблеми като ХИВ, рак и психично заболяване или ако някой е осъден за криминални престъпления.","Andrei: In Russia, an application can be rejected on the grounds of health problems, such as HIV, cancer and mental illness, or if someone has been convicted of criminal offenses. "
BG_SE_92,DW_Bulgarian_01,39,"Андрей: В Русия могат да отхвърлят заявката ви за осиновяване главно по здравословни причини - например заради СПИН, рак, психически заболявания или наказание за престъпни деяния.","Андрей: В Русия молбата може да бъде отхвърлена на основание здравословни проблеми като ХИВ, рак и психично заболяване или ако някой е осъден за криминални престъпления.","Andrei: In Russia, an application can be rejected on the grounds of health problems, such as HIV, cancer and mental illness, or if someone has been convicted of criminal offenses. "
BG_SE_92,DW_Bulgarian_02,41,"Андрей: В Русия могат да отхвърлят заявката ви за осиновяване главно по здравословни причини - например заради СПИН, рак, психически заболявания или наказание за престъпни деяния.","Андрей: В Русия молбата може да бъде отхвърлена на основание здравословни проблеми като ХИВ, рак и психично заболяване или ако някой е осъден за криминални престъпления.","Andrei: In Russia, an application can be rejected on the grounds of health problems, such as HIV, cancer and mental illness, or if someone has been convicted of criminal offenses. "
BG_SE_93,DW_Bulgarian_02,18,"﻿Една от най-известните в света германски групи ""Рамщайн"" предизвика миналата седмица огромен скандал в Русия. ",Един от най-големите производители на музика в Германия Rammstein предизвика значителна суматоха в Русия миналата седмица.,"One of Germany's biggest music exports, Rammstein caused considerable commotion in Russia last week. "
BG_SE_93,DW_Bulgarian_01,21,"﻿Една от най-известните в света германски групи ""Рамщайн"" предизвика миналата седмица огромен скандал в Русия. ",Един от най-големите производители на музика в Германия Rammstein предизвика значителна суматоха в Русия миналата седмица.,"One of Germany's biggest music exports, Rammstein caused considerable commotion in Russia last week. "
BG_SE_93,BBC_Bulgarian_01,18,"﻿Една от най-известните в света германски групи ""Рамщайн"" предизвика миналата седмица огромен скандал в Русия. ",Един от най-големите производители на музика в Германия Rammstein предизвика значителна суматоха в Русия миналата седмица.,"One of Germany's biggest music exports, Rammstein caused considerable commotion in Russia last week. "
BG_SE_93,BBC_Bulgarian_02,18,"﻿Една от най-известните в света германски групи ""Рамщайн"" предизвика миналата седмица огромен скандал в Русия. ",Един от най-големите производители на музика в Германия Rammstein предизвика значителна суматоха в Русия миналата седмица.,"One of Germany's biggest music exports, Rammstein caused considerable commotion in Russia last week. "
BG_SE_93,BBC_Bulgarian_03,14,"﻿Една от най-известните в света германски групи ""Рамщайн"" предизвика миналата седмица огромен скандал в Русия. ",Един от най-големите производители на музика в Германия Rammstein предизвика значителна суматоха в Русия миналата седмица.,"One of Germany's biggest music exports, Rammstein caused considerable commotion in Russia last week. "
BG_SE_94,BBC_Bulgarian_02,80,Живеехте в Москва като семейство. ,След това сте живели като семейство в Москва.,You then lived as a family in Moscow. 
BG_SE_94,BBC_Bulgarian_01,74,Живеехте в Москва като семейство. ,След това сте живели като семейство в Москва.,You then lived as a family in Moscow. 
BG_SE_94,DW_Bulgarian_01,81,Живеехте в Москва като семейство. ,След това сте живели като семейство в Москва.,You then lived as a family in Moscow. 
BG_SE_94,DW_Bulgarian_02,72,Живеехте в Москва като семейство. ,След това сте живели като семейство в Москва.,You then lived as a family in Moscow. 
BG_SE_94,BBC_Bulgarian_03,81,Живеехте в Москва като семейство. ,След това сте живели като семейство в Москва.,You then lived as a family in Moscow. 
BG_SE_95,DW_Bulgarian_02,45,Можеш да осиновиш дете само ако живееш сам или с партньор от другия пол. ,"Тази възможност съществува само за индивиди, живеещи самостоятелно или с партньор от противоположния пол.",This possibility only exists for individuals living alone or with a partner from the opposite sex. 
BG_SE_95,BBC_Bulgarian_03,52,Можеш да осиновиш дете само ако живееш сам или с партньор от другия пол. ,"Тази възможност съществува само за индивиди, живеещи самостоятелно или с партньор от противоположния пол.",This possibility only exists for individuals living alone or with a partner from the opposite sex. 
BG_SE_95,BBC_Bulgarian_02,47,Можеш да осиновиш дете само ако живееш сам или с партньор от другия пол. ,"Тази възможност съществува само за индивиди, живеещи самостоятелно или с партньор от противоположния пол.",This possibility only exists for individuals living alone or with a partner from the opposite sex. 
BG_SE_95,DW_Bulgarian_01,55,Можеш да осиновиш дете само ако живееш сам или с партньор от другия пол. ,"Тази възможност съществува само за индивиди, живеещи самостоятелно или с партньор от противоположния пол.",This possibility only exists for individuals living alone or with a partner from the opposite sex. 
BG_SE_95,BBC_Bulgarian_01,47,Можеш да осиновиш дете само ако живееш сам или с партньор от другия пол. ,"Тази възможност съществува само за индивиди, живеещи самостоятелно или с партньор от противоположния пол.",This possibility only exists for individuals living alone or with a partner from the opposite sex. 
BG_SE_96,DW_Bulgarian_01,70,Домът на родителите ми бе обискиран.  ,В следващите дни домът на родителите ми беше претърсен.,"In the following days, my parents' home was searched. "
BG_SE_96,BBC_Bulgarian_02,69,Домът на родителите ми бе обискиран.  ,В следващите дни домът на родителите ми беше претърсен.,"In the following days, my parents' home was searched. "
BG_SE_96,BBC_Bulgarian_03,78,Домът на родителите ми бе обискиран.  ,В следващите дни домът на родителите ми беше претърсен.,"In the following days, my parents' home was searched. "
BG_SE_96,DW_Bulgarian_02,74,Домът на родителите ми бе обискиран.  ,В следващите дни домът на родителите ми беше претърсен.,"In the following days, my parents' home was searched. "
BG_SE_96,BBC_Bulgarian_01,78,Домът на родителите ми бе обискиран.  ,В следващите дни домът на родителите ми беше претърсен.,"In the following days, my parents' home was searched. "
BG_SE_97,BBC_Bulgarian_02,39,Двамата се оженили в Дания и заживели с двамата си осиновени синове в Москва. ,Двойката е омъжена в Дания и живее с двамата си осиновени синове в Москва.,The couple had married in Denmark and lived with their two adopted sons in Moscow.
BG_SE_97,BBC_Bulgarian_01,40,Двамата се оженили в Дания и заживели с двамата си осиновени синове в Москва. ,Двойката е омъжена в Дания и живее с двамата си осиновени синове в Москва.,The couple had married in Denmark and lived with their two adopted sons in Moscow.
BG_SE_97,DW_Bulgarian_01,42,Двамата се оженили в Дания и заживели с двамата си осиновени синове в Москва. ,Двойката е омъжена в Дания и живее с двамата си осиновени синове в Москва.,The couple had married in Denmark and lived with their two adopted sons in Moscow.
BG_SE_97,BBC_Bulgarian_03,43,Двамата се оженили в Дания и заживели с двамата си осиновени синове в Москва. ,Двойката е омъжена в Дания и живее с двамата си осиновени синове в Москва.,The couple had married in Denmark and lived with their two adopted sons in Moscow.
BG_SE_97,DW_Bulgarian_02,39,Двамата се оженили в Дания и заживели с двамата си осиновени синове в Москва. ,Двойката е омъжена в Дания и живее с двамата си осиновени синове в Москва.,The couple had married in Denmark and lived with their two adopted sons in Moscow.
BG_SE_98,DW_Bulgarian_02,80,Напуснах страната по две причини: ,Напуснах страната по две причини.,I left the country for two reasons. 
BG_SE_98,BBC_Bulgarian_02,82,Напуснах страната по две причини: ,Напуснах страната по две причини.,I left the country for two reasons. 
BG_SE_98,BBC_Bulgarian_03,84,Напуснах страната по две причини: ,Напуснах страната по две причини.,I left the country for two reasons. 
BG_SE_98,DW_Bulgarian_01,81,Напуснах страната по две причини: ,Напуснах страната по две причини.,I left the country for two reasons. 
BG_SE_98,BBC_Bulgarian_01,82,Напуснах страната по две причини: ,Напуснах страната по две причини.,I left the country for two reasons. 
BG_SE_99,DW_Bulgarian_02,85,И обичайно едната от двете жени е биологичен родител на осиновеното дете.,Обикновено една от двете жени е биологичният родител на осиновеното дете.,"Usually, one of the two women is the biological parent of the adopted child. "
BG_SE_99,BBC_Bulgarian_03,90,И обичайно едната от двете жени е биологичен родител на осиновеното дете.,Обикновено една от двете жени е биологичният родител на осиновеното дете.,"Usually, one of the two women is the biological parent of the adopted child. "
BG_SE_99,BBC_Bulgarian_01,90,И обичайно едната от двете жени е биологичен родител на осиновеното дете.,Обикновено една от двете жени е биологичният родител на осиновеното дете.,"Usually, one of the two women is the biological parent of the adopted child. "
BG_SE_99,BBC_Bulgarian_02,88,И обичайно едната от двете жени е биологичен родител на осиновеното дете.,Обикновено една от двете жени е биологичният родител на осиновеното дете.,"Usually, one of the two women is the biological parent of the adopted child. "
BG_SE_99,DW_Bulgarian_01,83,И обичайно едната от двете жени е биологичен родител на осиновеното дете.,Обикновено една от двете жени е биологичният родител на осиновеното дете.,"Usually, one of the two women is the biological parent of the adopted child. "
BG_SE_100,BBC_Bulgarian_03,29,"Когато Слънцето огрява нейната повърхност, градусите могат да стигнат 127 по Целзий, а без топлите слънчеви лъчи температурата на Луната може да падне до минус 153 градуса по Целзий. ","Когато слънцето удари повърхността си, може да стане до 127 градуса по Целзий горещо и без топлото сияние, температурите могат да паднат до -153 градуса по Целзий.","When the sun hits its surface, it can get up to 127 degrees Celsius hot and  without the warm glow, temperatures can drop down to -153 degrees Celsius."
BG_SE_100,BBC_Bulgarian_02,32,"Когато Слънцето огрява нейната повърхност, градусите могат да стигнат 127 по Целзий, а без топлите слънчеви лъчи температурата на Луната може да падне до минус 153 градуса по Целзий. ","Когато слънцето удари повърхността си, може да стане до 127 градуса по Целзий горещо и без топлото сияние, температурите могат да паднат до -153 градуса по Целзий.","When the sun hits its surface, it can get up to 127 degrees Celsius hot and  without the warm glow, temperatures can drop down to -153 degrees Celsius."
BG_SE_100,DW_Bulgarian_01,34,"Когато Слънцето огрява нейната повърхност, градусите могат да стигнат 127 по Целзий, а без топлите слънчеви лъчи температурата на Луната може да падне до минус 153 градуса по Целзий. ","Когато слънцето удари повърхността си, може да стане до 127 градуса по Целзий горещо и без топлото сияние, температурите могат да паднат до -153 градуса по Целзий.","When the sun hits its surface, it can get up to 127 degrees Celsius hot and  without the warm glow, temperatures can drop down to -153 degrees Celsius."
BG_SE_100,DW_Bulgarian_02,37,"Когато Слънцето огрява нейната повърхност, градусите могат да стигнат 127 по Целзий, а без топлите слънчеви лъчи температурата на Луната може да падне до минус 153 градуса по Целзий. ","Когато слънцето удари повърхността си, може да стане до 127 градуса по Целзий горещо и без топлото сияние, температурите могат да паднат до -153 градуса по Целзий.","When the sun hits its surface, it can get up to 127 degrees Celsius hot and  without the warm glow, temperatures can drop down to -153 degrees Celsius."
BG_SE_100,BBC_Bulgarian_01,32,"Когато Слънцето огрява нейната повърхност, градусите могат да стигнат 127 по Целзий, а без топлите слънчеви лъчи температурата на Луната може да падне до минус 153 градуса по Целзий. ","Когато слънцето удари повърхността си, може да стане до 127 градуса по Целзий горещо и без топлото сияние, температурите могат да паднат до -153 градуса по Целзий.","When the sun hits its surface, it can get up to 127 degrees Celsius hot and  without the warm glow, temperatures can drop down to -153 degrees Celsius."
BG_SE_101,BBC_Bulgarian_03,7,"Тя заяви, че не е казвала нищо подобно. ","Тя ми каза, че не е казала нищо подобно.",She said to me that she had not said anything like that. 
BG_SE_101,DW_Bulgarian_02,9,"Тя заяви, че не е казвала нищо подобно. ","Тя ми каза, че не е казала нищо подобно.",She said to me that she had not said anything like that. 
BG_SE_101,DW_Bulgarian_01,7,"Тя заяви, че не е казвала нищо подобно. ","Тя ми каза, че не е казала нищо подобно.",She said to me that she had not said anything like that. 
BG_SE_101,BBC_Bulgarian_02,8,"Тя заяви, че не е казвала нищо подобно. ","Тя ми каза, че не е казала нищо подобно.",She said to me that she had not said anything like that. 
BG_SE_101,BBC_Bulgarian_01,4,"Тя заяви, че не е казвала нищо подобно. ","Тя ми каза, че не е казала нищо подобно.",She said to me that she had not said anything like that. 
BG_SE_102,DW_Bulgarian_02,29,"Покривът на тази сграда, по думите на Фратари, е бил построен без обичайния подкуп. ","Този покрив принадлежи към сграда, където, според Fratari, финансирането е направено от книгата.","This rooftop belongs to a building where, according to Fratari, financing was done by the book. "
BG_SE_102,DW_Bulgarian_01,28,"Покривът на тази сграда, по думите на Фратари, е бил построен без обичайния подкуп. ","Този покрив принадлежи към сграда, където, според Fratari, финансирането е направено от книгата.","This rooftop belongs to a building where, according to Fratari, financing was done by the book. "
BG_SE_102,BBC_Bulgarian_01,33,"Покривът на тази сграда, по думите на Фратари, е бил построен без обичайния подкуп. ","Този покрив принадлежи към сграда, където, според Fratari, финансирането е направено от книгата.","This rooftop belongs to a building where, according to Fratari, financing was done by the book. "
BG_SE_102,BBC_Bulgarian_02,25,"Покривът на тази сграда, по думите на Фратари, е бил построен без обичайния подкуп. ","Този покрив принадлежи към сграда, където, според Fratari, финансирането е направено от книгата.","This rooftop belongs to a building where, according to Fratari, financing was done by the book. "
BG_SE_102,BBC_Bulgarian_03,26,"Покривът на тази сграда, по думите на Фратари, е бил построен без обичайния подкуп. ","Този покрив принадлежи към сграда, където, според Fratari, финансирането е направено от книгата.","This rooftop belongs to a building where, according to Fratari, financing was done by the book. "
BG_SE_104,BBC_Bulgarian_01,37,След половин час ужасното чукане спря. ,След половин час бурният нокаут спря.,After half an hour the violent knocking stopped. 
BG_SE_104,DW_Bulgarian_01,37,След половин час ужасното чукане спря. ,След половин час бурният нокаут спря.,After half an hour the violent knocking stopped. 
BG_SE_104,DW_Bulgarian_02,39,След половин час ужасното чукане спря. ,След половин час бурният нокаут спря.,After half an hour the violent knocking stopped. 
BG_SE_104,BBC_Bulgarian_02,40,След половин час ужасното чукане спря. ,След половин час бурният нокаут спря.,After half an hour the violent knocking stopped. 
BG_SE_104,BBC_Bulgarian_03,43,След половин час ужасното чукане спря. ,След половин час бурният нокаут спря.,After half an hour the violent knocking stopped. 
BG_SE_105,DW_Bulgarian_02,87,"Когато бях момче, работех през училищните ваканции във фермите - така изкарвахме малко пари. ","Когато бях момче, работех във фермите, когато бях на училище, по време на празниците - така че направихме някакви пари.","When I was a boy, I worked on the farms when I was at school, during the holidays - so we made some money. "
BG_SE_105,BBC_Bulgarian_01,85,"Когато бях момче, работех през училищните ваканции във фермите - така изкарвахме малко пари. ","Когато бях момче, работех във фермите, когато бях на училище, по време на празниците - така че направихме някакви пари.","When I was a boy, I worked on the farms when I was at school, during the holidays - so we made some money. "
BG_SE_105,DW_Bulgarian_01,85,"Когато бях момче, работех през училищните ваканции във фермите - така изкарвахме малко пари. ","Когато бях момче, работех във фермите, когато бях на училище, по време на празниците - така че направихме някакви пари.","When I was a boy, I worked on the farms when I was at school, during the holidays - so we made some money. "
BG_SE_105,BBC_Bulgarian_03,93,"Когато бях момче, работех през училищните ваканции във фермите - така изкарвахме малко пари. ","Когато бях момче, работех във фермите, когато бях на училище, по време на празниците - така че направихме някакви пари.","When I was a boy, I worked on the farms when I was at school, during the holidays - so we made some money. "
BG_SE_105,BBC_Bulgarian_02,94,"Когато бях момче, работех през училищните ваканции във фермите - така изкарвахме малко пари. ","Когато бях момче, работех във фермите, когато бях на училище, по време на празниците - така че направихме някакви пари.","When I was a boy, I worked on the farms when I was at school, during the holidays - so we made some money. "
BG_SE_106,BBC_Bulgarian_02,18,Димитри Йон вече седма година прекарва летните месеци в Шотландия. ,Dimitiri Ion е разходите летните месеци в Шотландия вече седем години.,Dimitiri Ion has been spending the summer months in Scotland for seven years now. 
BG_SE_106,DW_Bulgarian_01,11,Димитри Йон вече седма година прекарва летните месеци в Шотландия. ,Dimitiri Ion е разходите летните месеци в Шотландия вече седем години.,Dimitiri Ion has been spending the summer months in Scotland for seven years now. 
BG_SE_106,BBC_Bulgarian_01,9,Димитри Йон вече седма година прекарва летните месеци в Шотландия. ,Dimitiri Ion е разходите летните месеци в Шотландия вече седем години.,Dimitiri Ion has been spending the summer months in Scotland for seven years now. 
BG_SE_106,BBC_Bulgarian_03,14,Димитри Йон вече седма година прекарва летните месеци в Шотландия. ,Dimitiri Ion е разходите летните месеци в Шотландия вече седем години.,Dimitiri Ion has been spending the summer months in Scotland for seven years now. 
BG_SE_106,DW_Bulgarian_02,16,Димитри Йон вече седма година прекарва летните месеци в Шотландия. ,Dimitiri Ion е разходите летните месеци в Шотландия вече седем години.,Dimitiri Ion has been spending the summer months in Scotland for seven years now. 
BG_SE_107,DW_Bulgarian_02,66,"Служителят ми каза: ""Доведи ги тук, ако искаш да докажеш, че са живи"". ","Знатните от народа казаха: ""Доведете ни ги и докажете, че са живи!""","The public officials said, 'Bring them to us and prove that they are alive.' "
BG_SE_107,BBC_Bulgarian_01,67,"Служителят ми каза: ""Доведи ги тук, ако искаш да докажеш, че са живи"". ","Знатните от народа казаха: ""Доведете ни ги и докажете, че са живи!""","The public officials said, 'Bring them to us and prove that they are alive.' "
BG_SE_107,BBC_Bulgarian_03,66,"Служителят ми каза: ""Доведи ги тук, ако искаш да докажеш, че са живи"". ","Знатните от народа казаха: ""Доведете ни ги и докажете, че са живи!""","The public officials said, 'Bring them to us and prove that they are alive.' "
BG_SE_107,BBC_Bulgarian_02,61,"Служителят ми каза: ""Доведи ги тук, ако искаш да докажеш, че са живи"". ","Знатните от народа казаха: ""Доведете ни ги и докажете, че са живи!""","The public officials said, 'Bring them to us and prove that they are alive.' "
BG_SE_107,DW_Bulgarian_01,66,"Служителят ми каза: ""Доведи ги тук, ако искаш да докажеш, че са живи"". ","Знатните от народа казаха: ""Доведете ни ги и докажете, че са живи!""","The public officials said, 'Bring them to us and prove that they are alive.' "
BG_SE_108,BBC_Bulgarian_02,87,Кога се промени животът ви?,Кога животът ви се промени?,When did your lives change? 
BG_SE_108,DW_Bulgarian_02,96,Кога се промени животът ви?,Кога животът ви се промени?,When did your lives change? 
BG_SE_108,DW_Bulgarian_01,90,Кога се промени животът ви?,Кога животът ви се промени?,When did your lives change? 
BG_SE_108,BBC_Bulgarian_01,94,Кога се промени животът ви?,Кога животът ви се промени?,When did your lives change? 
BG_SE_108,BBC_Bulgarian_03,94,Кога се промени животът ви?,Кога животът ви се промени?,When did your lives change? 
BG_SE_109,BBC_Bulgarian_02,28,Той трудно намира работници сред местните хора и се тревожи за бъдещето. ,"Той се бори да намери достатъчно местни работници в селска Шотландия, които да работят на полето и се притеснява за бъдещето.",He struggles to find enough local workers in rural Scotland to work in the field and is worried about the future.
BG_SE_109,BBC_Bulgarian_03,26,Той трудно намира работници сред местните хора и се тревожи за бъдещето. ,"Той се бори да намери достатъчно местни работници в селска Шотландия, които да работят на полето и се притеснява за бъдещето.",He struggles to find enough local workers in rural Scotland to work in the field and is worried about the future.
BG_SE_109,DW_Bulgarian_01,24,Той трудно намира работници сред местните хора и се тревожи за бъдещето. ,"Той се бори да намери достатъчно местни работници в селска Шотландия, които да работят на полето и се притеснява за бъдещето.",He struggles to find enough local workers in rural Scotland to work in the field and is worried about the future.
BG_SE_109,BBC_Bulgarian_01,31,Той трудно намира работници сред местните хора и се тревожи за бъдещето. ,"Той се бори да намери достатъчно местни работници в селска Шотландия, които да работят на полето и се притеснява за бъдещето.",He struggles to find enough local workers in rural Scotland to work in the field and is worried about the future.
BG_SE_109,DW_Bulgarian_02,26,Той трудно намира работници сред местните хора и се тревожи за бъдещето. ,"Той се бори да намери достатъчно местни работници в селска Шотландия, които да работят на полето и се притеснява за бъдещето.",He struggles to find enough local workers in rural Scotland to work in the field and is worried about the future.
BG_SE_111,BBC_Bulgarian_01,74,Изпрати ни на съдебномедицинска експертиза. ,Той ни изпрати за съдебномедицинска експертиза.,He sent us for a forensic examination. 
BG_SE_111,DW_Bulgarian_01,78,Изпрати ни на съдебномедицинска експертиза. ,Той ни изпрати за съдебномедицинска експертиза.,He sent us for a forensic examination. 
BG_SE_111,DW_Bulgarian_02,77,Изпрати ни на съдебномедицинска експертиза. ,Той ни изпрати за съдебномедицинска експертиза.,He sent us for a forensic examination. 
BG_SE_111,BBC_Bulgarian_02,71,Изпрати ни на съдебномедицинска експертиза. ,Той ни изпрати за съдебномедицинска експертиза.,He sent us for a forensic examination. 
BG_SE_111,BBC_Bulgarian_03,72,Изпрати ни на съдебномедицинска експертиза. ,Той ни изпрати за съдебномедицинска експертиза.,He sent us for a forensic examination. 
BG_SE_112,DW_Bulgarian_02,86,Това е предизвикателство и в страните от ЕС. ,Това е предизвикателство и за държавите от ЕС.,It is also a challenge of EU countries.
BG_SE_112,DW_Bulgarian_01,81,Това е предизвикателство и в страните от ЕС. ,Това е предизвикателство и за държавите от ЕС.,It is also a challenge of EU countries.
BG_SE_112,BBC_Bulgarian_03,81,Това е предизвикателство и в страните от ЕС. ,Това е предизвикателство и за държавите от ЕС.,It is also a challenge of EU countries.
BG_SE_112,BBC_Bulgarian_02,79,Това е предизвикателство и в страните от ЕС. ,Това е предизвикателство и за държавите от ЕС.,It is also a challenge of EU countries.
BG_SE_112,BBC_Bulgarian_01,79,Това е предизвикателство и в страните от ЕС. ,Това е предизвикателство и за държавите от ЕС.,It is also a challenge of EU countries.
BG_SE_113,DW_Bulgarian_02,42,Какъв бе резултатът?,Какъв беше резултатът?,What was the outcome? 
BG_SE_113,BBC_Bulgarian_02,43,Какъв бе резултатът?,Какъв беше резултатът?,What was the outcome? 
BG_SE_113,DW_Bulgarian_01,40,Какъв бе резултатът?,Какъв беше резултатът?,What was the outcome? 
BG_SE_113,BBC_Bulgarian_03,36,Какъв бе резултатът?,Какъв беше резултатът?,What was the outcome? 
BG_SE_113,BBC_Bulgarian_01,40,Какъв бе резултатът?,Какъв беше резултатът?,What was the outcome? 
BG_SE_114,BBC_Bulgarian_03,43,Министерството на правосъдието отказва да поеме каквато и да било отговорност. ,От Министерството на правосъдието отрекоха да са замесени.,The Ministry of Justice denied any involvement.
BG_SE_114,DW_Bulgarian_02,50,Министерството на правосъдието отказва да поеме каквато и да било отговорност. ,От Министерството на правосъдието отрекоха да са замесени.,The Ministry of Justice denied any involvement.
BG_SE_114,BBC_Bulgarian_01,43,Министерството на правосъдието отказва да поеме каквато и да било отговорност. ,От Министерството на правосъдието отрекоха да са замесени.,The Ministry of Justice denied any involvement.
BG_SE_114,BBC_Bulgarian_02,44,Министерството на правосъдието отказва да поеме каквато и да било отговорност. ,От Министерството на правосъдието отрекоха да са замесени.,The Ministry of Justice denied any involvement.
BG_SE_114,DW_Bulgarian_01,53,Министерството на правосъдието отказва да поеме каквато и да било отговорност. ,От Министерството на правосъдието отрекоха да са замесени.,The Ministry of Justice denied any involvement.
BG_SE_115,BBC_Bulgarian_03,34,"Първо, защото не исках децата ми да бъдат прибрани в дом за сираци. ","Първо заради идеята, че децата ми могат да се озоват в",Firstly because of the idea that my children could end up in an orphanage. 
BG_SE_115,DW_Bulgarian_02,38,"Първо, защото не исках децата ми да бъдат прибрани в дом за сираци. ","Първо заради идеята, че децата ми могат да се озоват в",Firstly because of the idea that my children could end up in an orphanage. 
BG_SE_115,BBC_Bulgarian_01,39,"Първо, защото не исках децата ми да бъдат прибрани в дом за сираци. ","Първо заради идеята, че децата ми могат да се озоват в",Firstly because of the idea that my children could end up in an orphanage. 
BG_SE_115,BBC_Bulgarian_02,37,"Първо, защото не исках децата ми да бъдат прибрани в дом за сираци. ","Първо заради идеята, че децата ми могат да се озоват в",Firstly because of the idea that my children could end up in an orphanage. 
BG_SE_115,DW_Bulgarian_01,43,"Първо, защото не исках децата ми да бъдат прибрани в дом за сираци. ","Първо заради идеята, че децата ми могат да се озоват в",Firstly because of the idea that my children could end up in an orphanage. 
BG_SE_117,BBC_Bulgarian_02,41,Земните проблеми с жегите през лятото не са нищо в сравнение с екстремните температури на Луната.,Земните високи температури през лятото не са нищо в сравнение с екстремните температури на Луната.,Earthly high temperatures in summer are nothing compared to the extreme temperatures on the moon. 
BG_SE_117,DW_Bulgarian_01,47,Земните проблеми с жегите през лятото не са нищо в сравнение с екстремните температури на Луната.,Земните високи температури през лятото не са нищо в сравнение с екстремните температури на Луната.,Earthly high temperatures in summer are nothing compared to the extreme temperatures on the moon. 
BG_SE_117,BBC_Bulgarian_03,41,Земните проблеми с жегите през лятото не са нищо в сравнение с екстремните температури на Луната.,Земните високи температури през лятото не са нищо в сравнение с екстремните температури на Луната.,Earthly high temperatures in summer are nothing compared to the extreme temperatures on the moon. 
